# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d results/08_bqsr/bam/21-01529.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	ad6f5458	3cfa2a8b	2cc4286a
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	160941870
SN	filtered sequences:	98497872
SN	sequences:	62443998
SN	is sorted:	1
SN	1st fragments:	31221999
SN	last fragments:	31221999
SN	reads mapped:	62443998
SN	reads mapped and paired:	62443998	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	62443998	# proper-pair bit set
SN	reads paired:	62443998	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	439398	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	8445265
SN	total length:	6702731792	# ignores clipping
SN	total first fragment length:	3020253070	# ignores clipping
SN	total last fragment length:	3682478722	# ignores clipping
SN	bases mapped:	6702731792	# ignores clipping
SN	bases mapped (cigar):	5996084439	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	107
SN	average first fragment length:	97
SN	average last fragment length:	118
SN	maximum length:	122
SN	maximum first fragment length:	98
SN	maximum last fragment length:	122
SN	average quality:	22.8
SN	insert size average:	1589.9
SN	insert size standard deviation:	2192.1
SN	inward oriented pairs:	39228834
SN	outward oriented pairs:	3166128
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	17762	0	0	0	1334	18727	0	12070	12413	22277	21817	21601	22200	24131	23804	26465	30043	31302	38118	39302	81257	12205	76337	112789	133719	239859	259379	461752	473015	1114077	1492282	1214160	2250571	2857575	2233982	17845674	0	0	0	0	0	0
FFQ	2	25	0	0	0	2403	21023	8830	10711	16172	15403	17616	19307	20576	23723	27948	25030	32618	28019	50615	56147	77790	71274	102401	142377	193051	296675	450496	498800	1147810	938250	2914939	4107107	3429771	5208043	6725544	4541505	0	0	0	0	0	0
FFQ	3	19108	982	3847	7291	10910	27248	14806	12853	18140	18033	20327	23611	21180	25068	34766	56543	50396	71920	107866	231567	809917	2167270	2897690	5684416	9430310	7621348	1834586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	21	919	3751	7017	10579	29258	13277	11097	19476	17220	22194	22851	19237	30065	30976	49834	46480	77609	84868	140203	337796	1289545	3040442	4157665	5903771	9330359	6494692	30797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	18	1006	3559	7599	11681	30602	13760	12902	18918	17018	22781	23519	20079	31157	32779	43442	55205	71726	89521	134357	410532	1375773	3349558	4157942	5956109	8960388	6370068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	20	899	3785	7278	13617	34142	13471	13857	21093	18680	24748	22910	23783	31861	37324	49883	46986	75641	87973	145810	313787	1338563	2865369	3933406	6015716	10105702	5938944	36751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	10	817	2994	5540	13145	30893	11921	15068	20099	18619	23281	24375	26186	29803	35141	43829	59587	64037	90484	121402	317958	1004164	3443038	2938574	7088011	9403158	6367578	22287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	13	1067	3842	8104	13227	33566	15326	15117	19500	20105	24222	25464	23208	31132	40930	46167	55364	78240	101707	135559	304306	1476415	3050538	3519019	5937069	8964501	7254942	23349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	20	1266	4667	9503	14940	35564	17245	17277	21305	19749	27823	28238	28021	32343	42966	56690	64028	89547	110079	165600	425345	1287525	3131863	3777556	6670927	8284267	6857645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	27	1252	4860	7756	15334	40575	14887	14957	25946	20532	25372	29100	25721	32198	42874	51666	60699	73336	98689	162470	357206	1592050	2608380	4409090	5700132	8985852	6785648	35390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
