# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d results/08_bqsr/bam/21-01540.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	3777d26e	93d80809	0d714dd5
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	176247840
SN	filtered sequences:	121473126
SN	sequences:	54774714
SN	is sorted:	1
SN	1st fragments:	27387357
SN	last fragments:	27387357
SN	reads mapped:	54774714
SN	reads mapped and paired:	54774714	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	54774714	# proper-pair bit set
SN	reads paired:	54774714	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	383002	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	8697919
SN	total length:	5873875823	# ignores clipping
SN	total first fragment length:	2644868237	# ignores clipping
SN	total last fragment length:	3229007586	# ignores clipping
SN	bases mapped:	5873875823	# ignores clipping
SN	bases mapped (cigar):	5248227165	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	107
SN	average first fragment length:	97
SN	average last fragment length:	118
SN	maximum length:	122
SN	maximum first fragment length:	98
SN	maximum last fragment length:	122
SN	average quality:	22.8
SN	insert size average:	1646.4
SN	insert size standard deviation:	2227.3
SN	inward oriented pairs:	34502451
SN	outward oriented pairs:	2572184
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	15606	0	0	0	1292	17663	0	5024	17880	20822	20268	20320	21071	22298	22256	24364	28380	29619	35863	36907	55413	32496	71928	105342	152174	197647	198710	595306	459690	1114959	1111959	1119193	2767431	3614060	11598556	3852860	0	0	0	0	0	0	0	0
FFQ	2	31	0	0	0	1993	19063	7647	11126	15457	13094	13252	19767	18425	22868	20790	25473	33570	27173	40311	59067	51022	92546	90350	143012	228083	340433	346279	700845	1159952	1718509	1080404	3248300	2007779	6264468	4183811	4064093	323661	994703	0	0	0	0	0	0
FFQ	3	16637	556	3530	6918	10926	26914	10888	11576	16474	18051	18709	17842	24095	25042	29753	44212	43878	70585	104174	659228	515109	1761292	2270518	4747706	6087603	5908567	2845768	1448910	641896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	4	12	637	3091	5316	10918	26962	8675	12275	16397	17760	16254	18964	25569	23766	27806	37262	44365	60873	92764	154516	936171	299001	2546653	1721946	6543159	6031090	6841015	246178	1617962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	5	16	622	3112	6465	11457	28418	9850	12259	17071	17858	18723	20740	25902	22936	30955	42522	52250	65470	91671	191438	984649	305002	2336888	1623541	6594350	6082882	7042420	188014	1559876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	6	29	567	3305	6446	12766	31420	10119	11549	19513	19191	20347	21158	23592	26015	34633	42250	41356	68107	84679	138138	851259	237442	2132271	1639692	6187295	5518397	7744763	404199	2056859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	7	20	511	2924	6907	11379	29103	10129	12100	17773	17556	19023	20992	21842	26063	29892	41433	40829	63686	85057	127869	780996	271490	2321777	1800090	6699617	6520548	6786717	271204	1349830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	8	17	632	3170	7635	11637	29840	11575	12591	17758	18783	19881	20344	23663	27503	29025	43960	42771	62308	89782	116406	858374	261627	2801091	1945156	6587432	7063348	5696322	278985	1305741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	9	16	777	3950	7617	12105	33793	11203	15168	19601	20370	20756	22510	26243	31755	31836	49906	49765	81516	101871	191218	1084565	327689	2783120	1966253	6912307	6089775	6133172	163452	1195048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	10	21	788	3856	7338	13386	34922	11680	12239	21199	20054	22125	21349	25091	31358	28663	47522	42521	68015	91771	128744	871088	247734	2453082	1826154	6834912	5597932	6748938	396684	1778191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	11	17	681	3629	10050	13883	34349	13948	14529	19034	19727	23135	22956	29256	28246	38501	45422	56007	85703	97146	163595	891820	298803	2506343	1890977	6905336	5875082	6823858	229692	1245632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	12	32	860	3869	9235	12618	33570	13344	14930	18959	21949	22059	21699	28273	33208	29144	53486	47230	84831	106103	171906	1053554	397250	2321940	1996487	6669189	5581247	6364491	804665	1419925	51304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	13	40	809	4273	9873	15307	35802	14283	14713	20466	22160	21799	25156	30166	32459	35946	48143	55823	86520	89746	171343	844084	504709	1868164	2186337	5479000	6066959	6270109	2005219	1096951	330998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	14	55	780	4059	9245	13963	35038	14083	13923	20567	21062	21961	23153	27453	31099	35104	47894	47921	77725	109189	123879	418054	826059	491021	3631316	1989734	6991245	5513626	5464760	381475	1001914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	15	39	773	4064	8629	13144	35152	13452	14667	21004	21514	23706	21955	31890	29105	35077	49861	54138	79475	83388	148786	980786	239764	2511609	1937597	6919434	5714521	6625382	313955	1454490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	16	69	1141	5385	11162	18931	47963	16621	20603	27856	30063	29092	33410	34302	45529	42243	57308	68489	83453	103149	143055	322980	884484	492571	3088645	1898342	6753764	5522712	6182732	141491	1279812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	17	90	1152	5868	13744	21324	50969	21427	21594	31905	29321	32261	31480	43286	42089	44392	56451	76356	99223	91290	161160	326710	922681	486732	3064564	1894540	6781275	5454113	6164255	141263	1275842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	18	14785	1146	5686	12993	20898	49528	20591	21709	33493	30764	31932	36444	42196	40418	46038	63771	73461	95522	114076	175901	383199	898071	561740	3264432	1878803	6792000	5270614	5945804	247923	1213419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFQ	19	98	1202	5548	12542	19412	48825	18841	20496	28360	29380	31479	31884	39117	38843	50137	56112	61477	84225	115623	129010	266645	940515	396503	2850319	1898540	6726763	5589155	6422464	99383	1374459	0	0	0	0	0	0	0	0	0	0	0	0	0	0
