# This file was produced by samtools stats (1.11+htslib-1.11) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -d results/07_splitNCigar/bam/21-01556.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	638a1009	d7ba5763	8fab236f
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	134893261
SN	filtered sequences:	84572317
SN	sequences:	50320944
SN	is sorted:	1
SN	1st fragments:	25160472
SN	last fragments:	25160472
SN	reads mapped:	50320944
SN	reads mapped and paired:	50320944	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	50320944	# proper-pair bit set
SN	reads paired:	50320944	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	382722	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	10573124
SN	total length:	5376395955	# ignores clipping
SN	total first fragment length:	2426833334	# ignores clipping
SN	total last fragment length:	2949562621	# ignores clipping
SN	bases mapped:	5376395955	# ignores clipping
SN	bases mapped (cigar):	4813045297	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	0	# from NM fields
SN	error rate:	0.000000e+00	# mismatches / bases mapped (cigar)
SN	average length:	106
SN	average first fragment length:	96
SN	average last fragment length:	117
SN	maximum length:	122
SN	maximum first fragment length:	98
SN	maximum last fragment length:	122
SN	average quality:	34.3
SN	insert size average:	1399.6
SN	insert size standard deviation:	2108.6
SN	inward oriented pairs:	30032566
SN	outward oriented pairs:	2570428
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	14550	0	0	0	952	13515	17498	16045	15915	15588	15711	16877	16699	18450	20946	22151	26542	27576	33253	32386	54698	62933	71647	82283	103746	116501	134555	163486	191167	242184	274130	351785	425400	487486	556201	910145	2554914	14226860	3825697	0
FFQ	2	29	0	0	0	1276	13371	16559	15933	16090	16542	17520	19485	20104	22847	26707	29207	35183	37007	44480	46498	73899	86120	98108	111544	136548	152081	172452	201771	235509	286141	315821	398975	493855	586986	733733	1189826	2886510	12987635	3634120	0
FFQ	3	15471	0	0	0	1005	12425	15294	14607	14721	15281	16390	18169	19046	21332	25320	27668	33146	34952	42435	44166	71559	83787	94280	107795	132349	146591	167141	196360	229233	279220	313231	392744	486262	572211	710852	1150875	2789394	12667349	4197811	0
FFQ	4	15	0	0	0	1044	13453	16487	15833	15881	16360	17385	19321	20068	22364	26696	29331	35262	36725	44474	46406	74329	87584	99054	112238	137036	151713	174082	201445	237415	288546	323555	401604	500109	584700	725990	1173353	2816073	12548590	4145951	0
FFQ	5	13	0	0	0	1069	14302	17887	17191	17113	17687	18803	20848	21748	23991	28473	30955	37433	39134	47108	48899	78712	91306	102745	117184	143659	158201	179911	210619	244895	297922	333419	412906	513563	602441	744585	1198224	2849312	12442011	4036203	0
FFQ	6	22	0	0	0	1403	17119	20549	19952	19699	20005	21267	23821	24768	27578	32392	34863	41661	43241	51655	53790	84112	97260	109479	123461	149832	164901	186872	217481	252904	305697	341996	421365	524667	614125	761460	1221232	2902000	12332233	3895610	0
FFQ	7	9	0	0	0	1244	14842	18620	17382	17409	18399	19266	21963	22564	25422	29879	32503	39665	41315	49567	51220	82620	96358	108749	123224	149469	165099	187127	217865	253235	304398	341300	420139	519700	610750	763989	1226672	2870798	12529890	3767821	0
FFQ	8	14	0	0	0	1239	15316	18702	17588	17896	18287	19319	21629	22539	25259	29807	32335	39346	40630	49280	51171	82370	95152	108059	122048	148248	162852	184873	215682	252710	305079	340409	424168	525399	616190	763454	1220515	2885843	12409452	3877612	0
FFQ	9	16	0	0	0	1446	16906	20412	19144	19542	20045	21043	23609	24641	27395	32161	34735	42255	43738	52775	54821	86769	101039	113534	127670	155405	170548	192747	223441	260644	312781	350158	432535	536784	627872	779743	1246278	2906326	12283356	3798158	0
FFQ	10	17	0	0	0	1753	20737	25518	24183	24082	24349	25562	28325	29627	32670	38265	41108	49148	50919	60171	62644	95680	111429	124172	139242	167083	182608	205714	236003	274246	328165	364557	447997	557713	651933	808095	1281927	2948185	11971519	3725126	0
